name	dna_count	rna_count	ratio	log2	n_obs_bc
chrX:44875415-44875614	10.670648409708386	5.5664475855607085	0.5216597316144569	-0.9388190229216071	27.0
chrX:12974481-12974680	4.440522137343703	7.404175101846854	1.6674109198960085	0.7376096886319734	44.0
chrX:53224660-53224859	4.980190758616879	6.964956299203138	1.3985320315596659	0.483913297248547	49.0
chrX:16785693-16785892	7.055408949895487	3.3692648215919254	0.4775435195208401	-1.0662958799883373	39.0
chrX:41084001-41084200	10.996384794988678	4.386054945288083	0.3988633561902013	-1.32603350661147	38.0
chrX:53225710-53225909	10.199002048612849	8.544686548093626	0.8377963360891545	-0.255328519966246	52.0
chrX:41086801-41087000	7.348971019800199	3.5868007272989946	0.48806842721724475	-1.0348446670040972	42.0
chrX:41086451-41086650	10.075313368329724	11.077375010914032	1.0994571191933487	0.13679133758670387	81.0
chrY:20575588-20575787	6.6833997480079	21.722578950993874	3.2502288909875032	1.7005413206840947	58.0
chrY:12906215-12906414	7.642604439575097	8.371740938039618	1.0954041916246366	0.13146330604190196	58.0
chrX:6226848-6227047	8.498040623600021	5.943939550217002	0.6994482391282066	-0.5157107964909745	54.0
chrY:7273462-7273661	6.415969028212486	8.627331632736258	1.344665411382116	0.4272472364322654	108.0
chrY:13479562-13479761	5.161621504836544	4.289443455641013	0.8310263454268619	-0.26703388044986437	49.0
chrX:72277427-72277626	6.628285780960918	3.823668706127493	0.5768714313903899	-0.7936782768202818	27.0
chrX:41086651-41086850	11.133548990918282	4.89600633411948	0.439752529774036	-1.185236217742807	75.0
chrX:53224510-53224709_shuff	8.013675935600576	8.096915217733649	1.0103871535113225	0.01490820132111039	82.0
chrX:6227748-6227947	11.571019391555007	8.148166680068021	0.7041874535285007	-0.5059685718803848	60.0
chrX:53225510-53225709	8.673406365274372	5.9923166290057726	0.6908838784490888	-0.5334848474628806	73.0
chrX:41333674-41333873	10.975727895160325	21.040191997744298	1.9169746370098908	0.938831249211533	49.0
chrX:41331274-41331473	6.048441316447819	3.934985143833946	0.650578378454851	-0.6202052187338039	36.0
chrY:20575388-20575587	11.245793386666204	42.12923645102538	3.746221809568077	1.9054363224560715	63.0
chr7:5529995-5530194	15.313420781843343	47.476232713498156	3.1003022374849962	1.6324088655854019	2.0
chr7:5529445-5529644	4.767134469478188	1.9892983707260423	0.4172943690727884	-1.260862641732912	49.0
chrX:6228548-6228747	5.911173153632035	5.528561704192285	0.9352731785221585	-0.09654027990157349	37.0
chrX:3712556-3712755	12.150866489940913	7.5028885031986565	0.6174776514423821	-0.695541173148289	53.0
chrX:53222960-53223159_shuff	7.012756079511275	3.9049930032354294	0.5568414128425769	-0.8446615850640982	79.0
chrY:19744783-19744982	9.765487885096551	7.533071367133414	0.7713973388497972	-0.3744539258909014	67.0
chr6:73521997-73522196	11.11712298178444	2.6174978562184767	0.23544741391340934	-2.0865232183097615	37.0
chrX:3712856-3713055	11.507763344458363	5.998026860213135	0.5212156941949561	-0.9400475696989903	98.0
