name	dna_count	rna_count	ratio	log2	n_obs_bc
chrX:53224310-53224509	13.376267409888364	13.013842795596801	0.972905400050268	-0.03962856276212444	35.0
chrX:41085101-41085300	21.708837243913358	76.62213893149365	3.5295367536543982	1.8194788443854657	17.0
chrY:12663281-12663480	11.673369954947422	11.535312795528663	0.9881733244168923	-0.017163983901475152	60.0
chrX:24149100-24149299	15.387320027375026	15.380462991200705	0.9995543709910418	-0.0006430500528231488	29.0
chrY:12905515-12905714	6.714564919121025	42.11812797021775	6.272651836350293	2.6490754880574623	35.0
chrX:53224060-53224259_shuff	12.98007246112561	11.020742117343794	0.8490508932326941	-0.23607706146967236	54.0
chrY:20575338-20575537	8.692119707152655	5.819420838496029	0.6695053720564028	-0.5788324632242021	16.0
chrX:24146200-24146399	11.544829877181277	4.5748742287824715	0.3962703892090134	-1.3354429270701031	22.0
chrX:20142861-20143060	15.412575018721492	5.100856858646484	0.3309542274701357	-1.5952963955834645	45.0
chrY:19567658-19567857	11.350104660375546	33.685311416640005	2.9678414802851205	1.5694140361251487	80.0
cmv:301-500_shuff	7.776996077209794	3.9702443616035983	0.5105112979596654	-0.9699852056157829	47.0
chrY:9466673-9466872	24.394455907921163	19.072982868508902	0.7818572769362601	-0.3550228181073379	11.0
chrY:14526478-14526677	13.979344037519715	4.635204815244874	0.3315752729744875	-1.5925916721526636	40.0
chrX:53225460-53225659	8.727631343402114	39.012724576107374	4.47002434464651	2.1602826886356965	55.0
chrY:14523178-14523377	14.318781385105424	5.231132686192112	0.3653336513422575	-1.452713446611499	25.0
chrX:53223360-53223559_shuff	14.938046500637032	23.358593730878674	1.5636980196763042	0.6449619272357692	48.0
chrX:3712006-3712205	8.405233334256936	6.446118829917801	0.766917297066051	-0.3828570863192628	86.0
chrX:44871615-44871814	13.21730320911712	3.0186237653685986	0.2283842412941236	-2.130464987930775	32.0
chrX:41084351-41084550	10.333494187927927	23.34480956057662	2.2591399516969894	1.1757736471652973	55.0
chrX:53224860-53225059	10.36954631730492	8.671658617245294	0.8362621036538354	-0.257972908110846	37.0
chrY:20576888-20577087	15.657887861356935	7.689772383627416	0.49111172922661417	-1.0258768160417846	33.0
chrX:6228898-6229097	8.567243157988331	20.191820929319473	2.356863293939786	1.2368680798121434	36.0
chrY:19567458-19567657	18.210838502792022	6.788609866775547	0.3727785442572971	-1.4236092686515534	57.0
chrX:3714156-3714355	11.074989695557937	6.936357863937028	0.6263082905367513	-0.675055118647706	29.0
