coords	log2	sd	lower_val	upper_val	gene	orientation	type
chr6:73520747-73520797	-0.874477790838219	0	-0.874477790838219	-0.874477790838219	EEF1A1	minus	positive ctl
chr6:73520797-73520847	-0.982348397310039	0.152552074653858	-1.1349004719639	-0.829796322656181	EEF1A1	minus	positive ctl
chr6:73520847-73520897	-0.965182746335815	0.111893013457967	-1.07707575979378	-0.853289732877849	EEF1A1	minus	positive ctl
chr6:73520897-73520947	-0.40857627722891	1.11695556914637	-1.52553184637528	0.70837929191746	EEF1A1	minus	positive ctl
chr6:73520947-73520997	0.654401829426082	2.10870369520252	-1.45430186577644	2.76310552462861	EEF1A1	minus	positive ctl
chr6:73520997-73521047	1.79503031685616	2.08427287093595	-0.289242554079797	3.87930318779211	EEF1A1	minus	positive ctl
chr6:73521047-73521097	2.60022632816361	1.04142764662615	1.55879868153747	3.64165397478976	EEF1A1	minus	positive ctl
chr6:73521097-73521147	2.64309269178603	0.968948950463259	1.67414374132277	3.61204164224928	EEF1A1	minus	positive ctl
chr6:73521147-73521197	2.05527484418082	1.08161448183781	0.973660362343006	3.13688932601863	EEF1A1	minus	positive ctl
chr6:73521197-73521247	1.38381943281579	0.660346265902711	0.723473166913078	2.0441656987185	EEF1A1	minus	positive ctl
chr6:73521247-73521297	1.20550164295362	0.363835861779611	0.841665781174014	1.56933750473324	EEF1A1	minus	positive ctl
chr6:73521297-73521347	0.898487795375493	0.568675131465679	0.329812663909814	1.46716292684117	EEF1A1	minus	positive ctl
chr6:73521347-73521397	0.629582734818891	0.721857049024371	-0.0922743142054799	1.35143978384326	EEF1A1	minus	positive ctl
chr6:73521397-73521447	0.601055241124856	0.715819589807389	-0.114764348682533	1.31687483093224	EEF1A1	minus	positive ctl
chr6:73521447-73521497	0.479878780879791	0.505843790819695	-0.0259650099399036	0.985722571699487	EEF1A1	minus	positive ctl
chr6:73521497-73521547	0.54920238666122	0.473520830030243	0.0756815566309765	1.02272321669146	EEF1A1	minus	positive ctl
chr6:73521547-73521597	0.578991115015695	0.424518525484828	0.154472589530867	1.00350964050052	EEF1A1	minus	positive ctl
chr6:73521597-73521647	0.520173756049686	0.42356678393578	0.0966069721139058	0.943740539985466	EEF1A1	minus	positive ctl
chr6:73521647-73521697	0.222790245857546	0.282348455779386	-0.0595582099218396	0.505138701636932	EEF1A1	minus	positive ctl
chr6:73521697-73521747	0.0453954869319818	0.288099220057534	-0.242703733125552	0.333494706989516	EEF1A1	minus	positive ctl
chr6:73521747-73521797	0.0318472768398174	0.287849552356617	-0.256002275516799	0.319696829196434	EEF1A1	minus	positive ctl
chr6:73521797-73521847	-0.355557179847378	0.514329304254703	-0.869886484102081	0.158772124407325	EEF1A1	minus	positive ctl
chr6:73521847-73521897	-0.596422383728876	0.575236659545887	-1.17165904327476	-0.0211857241829888	EEF1A1	minus	positive ctl
chr6:73521897-73521947	-0.989010163859474	0.749206472025652	-1.73821663588513	-0.239803691833822	EEF1A1	minus	positive ctl
chr6:73521947-73521997	-1.40356128477666	0.37183295779743	-1.77539424257409	-1.03172832697923	EEF1A1	minus	positive ctl
chr6:73521997-73522047	-1.64706110512644	0.43179658029912	-2.07885768542556	-1.21526452482732	EEF1A1	minus	positive ctl
chr6:73522047-73522097	-1.74424849270467	0.268984546761827	-2.0132330394665	-1.47526394594284	EEF1A1	minus	positive ctl
chr6:73522097-73522147	-1.71729904466684	0.267200616961103	-1.98449966162795	-1.45009842770574	EEF1A1	minus	positive ctl
chr6:73522147-73522197	-1.71626691044772	0.267592518226185	-1.98385942867391	-1.44867439222153	EEF1A1	minus	positive ctl
chr6:73522197-73522247	-1.284574248351	0.625146508678086	-1.90972075702908	-0.659427739672913	EEF1A1	minus	positive ctl
chr6:73522247-73522297	-0.871311846361966	0.944393722019282	-1.81570556838125	0.0730818756573166	EEF1A1	minus	positive ctl
chr6:73522297-73522347	-0.795517076716382	0.865649353385015	-1.6611664301014	0.0701322766686332	EEF1A1	minus	positive ctl
chr6:73522347-73522397	-0.409358058627177	0.691146210797949	-1.10050426942513	0.281788152170772	EEF1A1	minus	positive ctl
chr6:73522397-73522447	-0.454331245261752	0.692693527490363	-1.14702477275211	0.23836228222861	EEF1A1	minus	positive ctl
chr6:73522447-73522497	-0.519291786638064	0.618700560119489	-1.13799234675755	0.099408773481425	EEF1A1	minus	positive ctl
chr6:73522497-73522547	-0.296843291108357	0.256903332917621	-0.553746624025978	-0.0399399581907368	EEF1A1	minus	positive ctl
chr6:73522547-73522597	-0.268089261139895	0.291315975841427	-0.559405236981321	0.0232267147015324	EEF1A1	minus	positive ctl
chr6:73522597-73522647	-0.219707116113903	0.243294924744433	-0.463002040858335	0.0235878086305301	EEF1A1	minus	positive ctl
chr6:73522647-73522697	-0.283993664584416	0.21853760339859	-0.502531267983006	-0.065456061185826	EEF1A1	minus	positive ctl
chr6:73522697-73522747	-0.417815158528314	0.442131048620517	-0.859946207148832	0.0243158900922028	EEF1A1	minus	positive ctl
chr6:73522747-73522797	-0.536319920347596	0.33609004378813	-0.872409964135725	-0.200229876559466	EEF1A1	minus	positive ctl
chr6:73522797-73522847	-0.478753810780779	0.394220705901661	-0.872974516682439	-0.0845331048791181	EEF1A1	minus	positive ctl
chr6:73522847-73522897	-0.563870436322186	0.383317167131286	-0.947187603453473	-0.1805532691909	EEF1A1	minus	positive ctl
chr6:73522897-73522947	-0.428184194573839	0.22585769136982	-0.654041885943659	-0.202326503204019	EEF1A1	minus	positive ctl
chr6:73522947-73522997	-0.607784982933999	0.438055718671613	-1.04584070160561	-0.169729264262385	EEF1A1	minus	positive ctl
chr6:73522997-73523047	-0.874526893457653	0.355781246604212	-1.23030814006187	-0.518745646853441	EEF1A1	minus	positive ctl
chr6:73523047-73523097	-0.908144069977069	0.333689735578907	-1.24183380555598	-0.574454334398162	EEF1A1	minus	positive ctl
chr6:73523097-73523147	-1.00562304846223	0.201492285166446	-1.20711533362868	-0.804130763295785	EEF1A1	minus	positive ctl
chr6:73523147-73523197	-0.930169200698398	0.17328631119077	-1.10345551188917	-0.756882889507628	EEF1A1	minus	positive ctl
chr6:73523197-73523247	-0.819164918450948	0.0672937171361067	-0.886458635587055	-0.751871201314842	EEF1A1	minus	positive ctl
